,topy,boty,topx,botx,height,width
2091,41,52,279,288,11,9
2092,37,48,185,193,11,8
2093,37,46,182,188,9,6
2094,36,44,198,204,8,6
2095,34,40,283,287,6,4
2096,74,96,8,25,22,17
2097,113,146,12,37,33,25
2098,118,144,29,48,26,19
2099,112,144,35,58,32,23
2100,48,63,200,212,15,12
2101,93,120,284,305,27,21
2102,62,73,292,300,11,8
2103,104,126,3,19,22,16
2104,86,107,30,46,21,16
2105,89,107,298,311,18,13
2106,78,94,284,296,16,12
2107,153,169,66,79,16,13
2108,127,138,152,160,11,8
2109,122,130,169,175,8,6
2110,123,130,187,192,7,5
2111,129,157,10,30,28,20
2112,121,149,7,28,28,21
2113,85,100,320,332,15,12
2114,64,78,211,221,14,10
2115,91,112,327,343,21,16
2116,49,61,143,152,12,9
2117,54,63,28,35,9,7
2118,86,105,276,290,19,14
2119,49,57,168,174,8,6
2120,48,56,165,171,8,6
2121,63,74,118,126,11,8
2122,98,126,139,160,28,21
2123,100,135,159,185,35,26
2124,105,129,187,205,24,18
2125,98,126,224,245,28,21
2126,61,79,158,172,18,14
2127,92,118,38,58,26,20
2128,88,111,183,201,23,18
2129,88,119,317,341,31,24
2130,78,98,326,341,20,15
2131,82,109,288,308,27,20
2132,68,88,310,325,20,15
2133,50,66,289,301,16,12
2134,102,124,286,303,22,17
2135,98,119,279,295,21,16
2136,85,105,265,280,20,15
2137,85,104,277,291,19,14
2138,80,102,287,303,22,16
2139,81,100,253,267,19,14
2140,82,105,177,194,23,17
2141,79,98,148,163,19,15
2142,107,134,16,36,27,20
2143,107,129,10,26,22,16
2144,108,130,3,20,22,17
2145,66,79,144,154,13,10
2146,105,127,30,46,22,16
2147,225,237,309,318,12,9
2148,196,239,333,365,43,32
2149,66,77,338,347,11,9
2150,89,116,238,258,27,20
2151,57,67,26,33,10,7
2152,56,67,20,28,11,8
2153,56,68,178,187,12,9
2154,55,66,169,177,11,8
2155,137,177,232,262,40,30
2156,137,175,218,247,38,29
2157,104,129,159,178,25,19
2158,78,93,160,171,15,11
2159,106,137,272,295,31,23
2160,93,124,310,333,31,23
2161,105,126,327,343,21,16
2162,110,131,243,259,21,16
2163,101,119,197,211,18,14
2164,93,107,203,213,14,10
2165,95,115,189,204,20,15
2166,99,115,184,196,16,12
2167,98,122,173,191,24,18
2168,91,107,166,178,16,12
2169,115,134,232,247,19,15
2170,110,132,216,233,22,17
2171,100,122,212,227,22,15
2172,102,124,230,246,22,16
2173,130,170,9,39,40,30
2174,85,106,52,68,21,16
2175,83,101,36,49,18,13
2176,112,150,325,354,38,29
2177,78,98,277,292,20,15
2178,78,97,263,278,19,15
2179,77,97,253,267,20,14
2180,68,82,254,264,14,10
2181,64,78,261,272,14,11
2182,83,103,88,104,20,16
2183,81,104,113,130,23,17
2184,161,210,39,75,49,36
2185,90,117,331,351,27,20
2186,93,117,324,342,24,18
2187,89,110,311,327,21,16
2188,78,97,276,290,19,14
2189,66,76,159,166,10,7
2190,85,106,316,332,21,16
2191,85,108,326,343,23,17
2192,102,124,326,342,22,16
2193,98,121,312,330,23,18
2194,96,122,297,316,26,19
2195,55,63,22,28,8,6
2196,115,153,324,353,38,29
2197,105,134,328,349,29,21
2198,105,142,306,334,37,28
2199,41,55,170,181,14,11
2200,46,61,171,183,15,12
2201,43,58,181,193,15,12
2202,132,178,213,248,46,35
2203,215,234,45,59,19,14
2204,187,206,36,51,19,15
2205,151,169,77,91,18,14
2206,150,175,59,78,25,19
2207,165,193,13,34,28,21
2208,90,118,279,300,28,21
2209,87,111,259,277,24,18
2210,74,90,263,274,16,11
2211,83,102,213,227,19,14
2212,86,104,209,222,18,13
2213,89,110,329,345,21,16
2214,93,111,341,355,18,14
2215,85,104,305,319,19,14
2216,138,167,9,31,29,22
2217,149,176,70,90,27,20
2218,144,171,97,117,27,20
2219,156,186,116,139,30,23
2220,142,176,128,153,34,25
2221,132,159,151,170,27,19
2222,142,168,158,179,26,21
2223,144,176,171,195,32,24
2224,134,162,212,233,28,21
2225,138,171,233,257,33,24
2226,148,177,250,272,29,22
2227,145,168,276,293,23,17
2228,146,173,283,303,27,20
2229,154,174,334,349,20,15
2230,72,96,269,287,24,18
2231,66,90,246,264,24,18
2232,57,71,245,255,14,10
2233,51,73,254,270,22,16
2234,44,61,180,192,17,12
2235,57,80,214,232,23,18
2236,113,137,247,265,24,18
2237,114,139,226,244,25,18
2238,122,142,219,234,20,15
2239,113,136,215,232,23,17
2240,116,150,105,131,34,26
2241,120,159,76,105,39,29
2242,120,151,59,82,31,23
2243,83,99,10,22,16,12
2244,96,130,325,350,34,25
2245,80,112,308,333,32,25
2246,59,86,12,32,27,20
2247,46,77,7,30,31,23
2248,103,139,154,181,36,27
2249,95,130,223,249,35,26
2250,84,112,305,327,28,22
2251,86,115,318,339,29,21
2252,83,117,331,356,34,25
2253,49,67,275,288,18,13
2254,164,186,16,32,22,16
2255,97,117,228,244,20,16
2256,93,116,216,233,23,17
2257,102,125,201,218,23,17
2258,101,126,165,184,25,19
2259,107,127,130,145,20,15
2260,98,116,133,146,18,13
2261,94,113,122,137,19,15
2262,100,124,115,132,24,17
2263,105,121,110,122,16,12
2264,105,124,101,116,19,15
2265,95,122,64,84,27,20
2266,97,112,2,14,15,12
2267,78,92,160,170,14,10
2268,139,172,261,286,33,25
2269,139,170,189,212,31,23
2270,144,174,97,120,30,23
2271,129,150,93,108,21,15
2272,124,148,62,80,24,18
2273,140,172,26,50,32,24
2274,104,120,133,144,16,11
2275,101,118,141,154,17,13
2276,102,117,151,162,15,11
2277,145,186,272,302,41,30
2278,156,203,242,277,47,35
2279,192,239,322,358,47,36
2280,225,239,239,250,14,11
2281,210,232,218,235,22,17
2282,193,220,207,227,27,20
2283,176,218,195,227,42,32
2284,200,238,139,167,38,28
2285,166,206,123,153,40,30
2286,161,197,132,158,36,26
2287,146,191,105,139,45,34
2288,151,199,61,97,48,36
2289,203,236,58,83,33,25
2290,205,239,39,65,34,26
2291,51,63,275,284,12,9
2292,95,124,49,71,29,22
2293,95,122,89,109,27,20
2294,89,113,114,132,24,18
2295,99,120,153,169,21,16
2296,106,136,224,246,30,22
2297,100,124,219,237,24,18
2298,102,124,201,218,22,17
2299,100,122,189,205,22,16
2300,90,109,169,182,19,13
2301,76,95,149,163,19,14
2302,76,94,156,169,18,13
2303,80,93,163,173,13,10
2304,63,74,7,16,11,9
2305,59,74,1,12,15,11
2306,113,159,245,279,46,34
2307,88,127,296,325,39,29
2308,125,154,231,252,29,21
2309,125,144,45,59,19,14
2310,151,166,32,43,15,11
2311,142,168,36,55,26,19
2312,151,168,29,42,17,13
2313,137,165,8,29,28,21
2314,124,146,62,79,22,17
2315,122,138,60,71,16,11
2316,117,136,316,330,19,14
2317,116,129,313,322,13,9
2318,176,193,2,15,17,13
2319,156,173,30,43,17,13
2320,142,161,35,49,19,14
2321,134,149,39,51,15,12
2322,144,166,91,107,22,16
2323,149,168,65,79,19,14
2324,154,169,50,61,15,11
2325,142,162,62,77,20,15
2326,225,239,45,55,14,10
2327,83,117,307,333,34,26
2328,80,109,298,320,29,22
2329,48,71,9,26,23,17
2330,59,83,5,22,24,17
2331,56,73,0,13,17,13
2332,28,44,241,252,16,11
2333,28,48,318,333,20,15
2334,29,46,312,325,17,13
2335,210,236,329,348,26,19
2336,214,236,296,313,22,17
2337,109,133,218,236,24,18
2338,96,122,227,246,26,19
2339,134,151,280,293,17,13
2340,127,149,261,277,22,16
2341,100,121,295,311,21,16
2342,101,120,264,278,19,14
2343,93,114,227,243,21,16
2344,95,120,238,257,25,19
2345,102,124,245,262,22,17
2346,78,96,162,176,18,14
2347,88,102,158,168,14,10
2348,103,124,175,191,21,16
2349,93,115,212,228,22,16
2350,98,122,199,217,24,18
2351,97,117,85,100,20,15
2352,90,112,172,188,22,16
2353,88,105,282,295,17,13
2354,90,106,286,298,16,12
2355,105,126,22,38,21,16
2356,73,88,25,36,15,11
2357,69,85,3,15,16,12
2358,81,111,296,318,30,22
2359,81,102,315,331,21,16
2360,78,98,325,341,20,16
2361,80,101,332,347,21,15
2362,85,112,336,356,27,20
2363,58,70,281,290,12,9
2364,54,68,274,284,14,10
2365,149,164,23,34,15,11
2366,186,237,229,267,51,38
2367,154,204,181,219,50,38
2368,183,220,95,123,37,28
2369,192,234,85,116,42,31
2370,154,191,25,53,37,28
2371,151,186,327,353,35,26
2372,161,182,12,28,21,16
2373,154,178,1,19,24,18
2374,137,156,1,15,19,14
2375,122,142,68,83,20,15
2376,138,173,268,294,35,26
2377,139,173,332,358,34,26
2378,125,160,158,184,35,26
2379,154,183,336,358,29,22
2380,123,144,319,335,21,16
2381,122,134,330,339,12,9
2382,119,132,338,348,13,10
2383,117,127,327,335,10,8
2384,96,105,245,252,9,7
2385,95,105,242,249,10,7
2386,85,92,246,251,7,5
2387,93,105,219,227,12,8
2388,98,105,207,212,7,5
2389,97,106,203,210,9,7
2390,186,237,213,251,51,38
2391,146,191,137,170,45,33
2392,127,155,223,243,28,20
2393,131,161,205,227,30,22
2394,134,164,193,215,30,22
2395,126,164,171,200,38,29
2396,112,137,241,259,25,18
2397,104,120,251,263,16,12
2398,116,145,336,357,29,21
2399,94,119,197,215,25,18
2400,93,114,208,223,21,15
2401,104,129,223,242,25,19
2402,105,127,233,249,22,16
2403,93,126,172,197,33,25
2404,107,128,209,225,21,16
2405,108,131,200,217,23,17
2406,83,102,186,200,19,14
2407,74,93,151,166,19,15
2408,91,122,12,35,31,23
2409,58,76,26,40,18,14
2410,92,119,339,359,27,20
2411,59,78,302,316,19,14
2412,49,71,284,301,22,17
2413,52,73,23,39,21,16
2414,29,45,84,96,16,12
2415,27,46,65,80,19,15
2416,54,82,325,346,28,21
2417,67,80,58,68,13,10
2418,63,83,51,66,20,15
2419,51,69,233,247,18,14
2420,47,63,276,288,16,12
2421,147,183,104,132,36,28
2422,151,181,98,121,30,23
2423,79,107,295,316,28,21
2424,46,57,277,285,11,8
2425,44,58,70,81,14,11
2426,44,56,65,75,12,10
2427,132,183,321,359,51,38
2428,84,107,261,278,23,17
2429,85,105,270,284,20,14
2430,86,107,278,293,21,15
2431,94,110,288,300,16,12
2432,65,85,258,273,20,15
2433,85,108,90,108,23,18
2434,82,112,72,94,30,22
2435,88,111,66,83,23,17
2436,99,132,272,297,33,25
2437,56,73,176,189,17,13
2438,56,69,12,21,13,9
2439,57,68,17,26,11,9
2440,54,64,27,35,10,8
2441,53,66,155,165,13,10
2442,51,63,158,167,12,9
2443,97,121,161,180,24,19
2444,98,123,151,170,25,19
2445,119,143,11,29,24,18
2446,120,137,23,36,17,13
2447,77,105,325,346,28,21
2448,101,131,332,354,30,22
2449,193,237,320,352,44,32
2450,205,237,177,201,32,24
2451,222,237,156,168,15,12
2452,166,219,116,155,53,39
2453,183,232,88,125,49,37
2454,193,239,82,116,46,34
2455,142,186,84,117,44,33
2456,192,237,41,75,45,34
2457,187,225,28,56,38,28
2458,166,204,26,54,38,28
2459,173,212,10,40,39,30
2460,86,110,81,99,24,18
2461,168,210,316,348,42,32
2462,203,238,328,355,35,27
2463,198,237,286,316,39,30
2464,206,239,213,237,33,24
2465,208,237,175,197,29,22
2466,120,139,2,16,19,14
2467,69,81,162,171,12,9
2468,70,80,143,151,10,8
2469,95,119,337,356,24,19
2470,90,115,326,345,25,19
2471,85,102,316,329,17,13
2472,74,89,132,143,15,11
2473,145,178,329,354,33,25
2474,108,128,108,123,20,15
2475,110,128,101,114,18,13
2476,120,134,327,338,14,11
2477,124,137,323,332,13,9
2478,106,127,132,148,21,16
2479,183,236,305,345,53,40
2480,80,93,165,176,13,11
2481,78,88,160,167,10,7
2482,86,100,178,188,14,10
2483,86,97,189,197,11,8
2484,212,237,25,44,25,19
2485,151,167,62,74,16,12
2486,131,142,192,200,11,8
2487,124,148,161,179,24,18
2488,114,141,165,185,27,20
2489,111,134,241,258,23,17
2490,115,137,250,267,22,17
2491,113,138,200,219,25,19
2492,115,142,210,230,27,20
2493,86,101,315,327,15,12
2494,76,92,281,293,16,12
2495,76,86,277,285,10,8
2496,76,88,266,275,12,9
2497,100,122,339,356,22,17
2498,81,93,298,307,12,9
2499,107,125,20,33,18,13
2500,100,118,29,42,18,13
2501,129,151,15,31,22,16
2502,71,76,126,130,5,4
2503,93,110,47,60,17,13
2504,93,107,64,74,14,10
2505,76,87,238,246,11,8
2506,77,87,241,249,10,8
2507,91,110,247,260,19,13
2508,88,112,285,303,24,18
2509,83,95,240,249,12,9
2510,71,91,230,245,20,15
2511,131,155,2,20,24,18
2512,129,156,13,33,27,20
2513,134,165,16,39,31,23
2514,54,63,21,28,9,7
2515,57,64,26,31,7,5
2516,48,57,56,63,9,7
2517,52,61,157,163,9,6
2518,52,60,153,159,8,6
2519,93,113,276,291,20,15
2520,93,113,267,283,20,16
2521,84,102,193,207,18,14
2522,88,109,185,200,21,15
2523,85,102,9,21,17,12
2524,149,171,46,62,22,16
2525,156,170,56,67,14,11
2526,127,142,67,78,15,11
2527,122,134,63,72,12,9
2528,117,127,112,120,10,8
2529,112,126,113,123,14,10
2530,117,134,319,333,17,14
2531,132,183,87,125,51,38
2532,130,170,15,45,40,30
2533,117,135,323,337,18,14
2534,106,133,331,352,27,21
2535,43,62,172,186,19,14
2536,176,203,20,40,27,20
2537,176,203,33,53,27,20
2538,115,154,158,187,39,29
2539,119,158,9,38,39,29
2540,122,155,313,338,33,25
2541,110,152,324,356,42,32
2542,45,63,193,207,18,14
2543,52,68,204,216,16,12
2544,166,213,120,156,47,36
2545,180,230,111,149,50,38
2546,180,227,77,113,47,36
2547,187,234,60,95,47,35
2548,102,134,30,54,32,24
2549,58,68,177,184,10,7
2550,59,67,184,190,8,6
2551,54,65,191,199,11,8
2552,88,117,298,320,29,22
2553,191,237,324,358,46,34
2554,178,230,11,50,52,39
2555,53,61,213,220,8,7
2556,50,61,206,215,11,9
2557,132,164,4,28,32,24
2558,148,183,315,341,35,26
2559,145,178,281,306,33,25
2560,145,180,254,280,35,26
2561,142,174,205,230,32,25
2562,147,172,95,114,25,19
2563,134,158,97,115,24,18
2564,137,161,61,80,24,19
2565,145,169,58,76,24,18
2566,146,171,46,65,25,19
2567,146,173,31,51,27,20
2568,92,99,245,250,7,5
2569,93,99,233,238,6,5
2570,93,100,230,235,7,5
2571,96,104,213,219,8,6
2572,96,104,210,216,8,6
2573,97,110,163,172,13,9
2574,98,106,175,182,8,7
2575,151,171,35,50,20,15
2576,159,170,34,42,11,8
2577,138,182,293,326,44,33
2578,161,210,186,223,49,37
2579,203,237,230,255,34,25
2580,156,195,91,120,39,29
2581,66,84,155,169,18,14
2582,82,103,283,299,21,16
2583,79,97,269,282,18,13
2584,130,162,7,31,32,24
2585,92,109,43,56,17,13
2586,95,110,62,72,15,10
2587,94,109,73,84,15,11
2588,144,181,312,340,37,28
2589,186,238,199,238,52,39
2590,167,218,216,254,51,38
2591,159,199,193,223,40,30
2592,136,176,195,225,40,30
2593,114,141,155,176,27,21
2594,88,110,150,166,22,16
2595,74,95,158,173,21,15
2596,102,123,300,315,21,15
2597,90,122,179,203,32,24
2598,75,88,182,192,13,10
2599,91,119,191,211,28,20
2600,102,129,313,333,27,20
2601,95,122,334,354,27,20
2602,188,236,121,157,48,36
2603,76,95,176,190,19,14
2604,189,216,19,39,27,20
2605,55,69,231,242,14,11
2606,113,140,2,22,27,20
2607,82,97,309,320,15,11
2608,81,120,226,255,39,29
2609,93,132,319,348,39,29
2610,107,134,330,350,27,20
2611,56,83,215,236,27,21
2612,43,69,191,211,26,20
2613,34,46,35,44,12,9
2614,28,39,82,90,11,8
2615,87,105,284,298,18,14
2616,81,98,274,286,17,12
2617,93,115,318,335,22,17
2618,95,112,324,336,17,12
2619,78,115,318,345,37,27
2620,86,118,330,354,32,24
2621,29,41,40,49,12,9
2622,91,135,36,69,44,33
2623,48,77,280,301,29,21
2624,49,80,262,285,31,23
2625,36,63,114,135,27,21
2626,49,75,24,43,26,19
2627,56,91,6,33,35,27
2628,53,83,1,24,30,23
2629,14,50,226,253,36,27
2630,88,127,306,336,39,30
2631,100,132,312,336,32,24
2632,88,110,239,255,22,16
2633,87,104,254,266,17,12
2634,90,113,275,292,23,17
2635,92,107,289,301,15,12
2636,91,110,313,327,19,14
2637,90,105,328,338,15,10
2638,90,111,338,354,21,16
2639,81,94,268,278,13,10
2640,98,118,3,19,20,16
2641,90,113,322,339,23,17
2642,90,111,308,323,21,15
2643,85,102,297,310,17,13
2644,80,98,277,291,18,14
2645,68,76,147,153,8,6
2646,108,131,45,62,23,17
2647,101,147,138,173,46,35
2648,132,183,23,62,51,39
2649,109,156,330,365,47,35
2650,50,68,182,196,18,14
2651,44,68,175,192,24,17
2652,44,63,204,219,19,15
2653,43,59,198,210,16,12
2654,37,50,170,180,13,10
2655,44,55,159,167,11,8
2656,95,130,333,359,35,26
2657,88,115,261,281,27,20
2658,90,115,273,292,25,19
2659,100,124,293,312,24,19
2660,95,129,321,346,34,25
2661,110,135,15,34,25,19
2662,88,118,47,70,30,23
2663,77,94,97,110,17,13
2664,142,163,197,213,21,16
2665,159,183,61,79,24,18
2666,196,225,28,49,29,21
2667,205,232,19,39,27,20
2668,117,133,246,257,16,11
2669,116,144,280,301,28,21
2670,117,141,32,49,24,17
2671,93,122,42,64,29,22
2672,90,115,2,21,25,19
2673,108,134,272,292,26,20
2674,95,127,288,312,32,24
2675,93,120,199,219,27,20
2676,91,116,183,201,25,18
2677,95,117,194,210,22,16
2678,98,120,250,267,22,17
2679,110,132,233,249,22,16
2680,104,121,223,236,17,13
2681,105,124,319,334,19,15
2682,96,123,323,343,27,20
2683,84,106,113,130,22,17
2684,138,175,325,353,37,28
2685,117,118,307,307,1,0
2686,91,117,294,313,26,19
2687,80,100,255,270,20,15
2688,66,86,212,227,20,15
2689,112,137,16,35,25,19
2690,97,119,46,62,22,16
2691,88,107,4,18,19,14
2692,86,103,29,41,17,12
2693,71,87,110,122,16,12
2694,95,117,64,81,22,17
2695,86,110,328,346,24,18
2696,92,120,208,229,28,21
2697,73,101,290,311,28,21
2698,79,106,274,294,27,20
2699,59,71,18,27,12,9
2700,58,67,28,35,9,7
2701,62,80,9,22,18,13
2702,123,156,73,98,33,25
2703,78,98,280,294,20,14
2704,76,93,254,266,17,12
2705,78,90,249,258,12,9
2706,107,136,225,247,29,22
2707,105,139,301,326,34,25
2708,174,234,293,339,60,46
2709,116,157,196,227,41,31
2710,111,137,220,239,26,19
2711,106,133,229,249,27,20
2712,56,71,47,58,15,11
2713,98,129,162,186,31,24
2714,151,164,30,39,13,9
2715,151,166,35,45,15,10
2716,152,166,36,46,14,10
2717,115,143,116,137,28,21
2718,122,159,24,51,37,27
2719,111,136,275,293,25,18
2720,104,127,326,343,23,17
2721,70,87,222,234,17,12
2722,68,70,28,29,2,1
2723,60,68,24,30,8,6
2724,57,71,29,39,14,10
2725,120,149,8,30,29,22
2726,78,91,284,294,13,10
2727,73,102,1,22,29,21
2728,32,51,178,192,19,14
2729,41,52,171,180,11,9
2730,96,119,75,92,23,17
2731,87,108,233,249,21,16
2732,85,108,241,258,23,17
2733,90,109,262,275,19,13
2734,93,113,266,281,20,15
2735,85,107,279,296,22,17
2736,94,113,282,296,19,14
2737,92,110,304,318,18,14
2738,95,121,315,335,26,20
2739,95,115,332,347,20,15
2740,72,83,249,258,11,9
2741,86,114,188,209,28,21
2742,94,136,4,35,42,31
2743,78,117,308,338,39,30
2744,76,105,333,354,29,21
2745,93,128,55,81,35,26
2746,88,105,8,21,17,13
2747,83,102,19,33,19,14
2748,84,99,28,39,15,11
2749,83,107,215,233,24,18
2750,78,102,222,240,24,18
2751,83,107,146,164,24,18
2752,83,105,282,299,22,17
2753,71,84,266,276,13,10
2754,66,80,254,265,14,11
2755,81,109,74,94,28,20
2756,75,98,89,107,23,18
2757,83,104,95,111,21,16
2758,78,97,139,153,19,14
2759,74,95,151,166,21,15
2760,88,107,160,175,19,15
2761,99,122,209,226,23,17
2762,129,171,191,223,42,32
2763,152,171,25,39,19,14
2764,94,118,100,119,24,19
2765,93,111,327,341,18,14
2766,95,115,341,356,20,15
2767,136,194,258,302,58,44
2768,93,126,310,335,33,25
2769,91,123,327,351,32,24
2770,67,92,229,247,25,18
2771,44,66,189,205,22,16
2772,51,73,202,219,22,17
2773,36,52,170,181,16,11
2774,34,50,34,46,16,12
2775,92,112,156,172,20,16
2776,98,118,322,338,20,16
2777,63,83,288,304,20,16
2778,52,63,110,119,11,9
2779,54,64,105,113,10,8
2780,128,171,333,366,43,33
2781,36,54,177,191,18,14
2782,168,222,213,254,54,41
2783,164,218,242,282,54,40
2784,191,234,251,283,43,32
2785,204,239,270,297,35,27
2786,101,134,230,255,33,25
2787,100,129,154,176,29,22
2788,83,101,165,179,18,14
2789,106,134,189,210,28,21
2790,112,137,197,215,25,18
2791,91,117,280,300,26,20
2792,105,124,16,31,19,15
2793,91,116,6,24,25,18
2794,72,100,14,36,28,22
2795,73,94,24,40,21,16
2796,80,101,0,16,21,16
2797,40,52,273,282,12,9
2798,35,54,180,194,19,14
2799,124,150,116,136,26,20
2800,113,138,116,134,25,18
2801,139,176,35,62,37,27
2802,140,177,1,28,37,27
2803,93,120,322,342,27,20
2804,54,70,26,37,16,11
2805,58,71,23,32,13,9
2806,57,68,18,26,11,8
2807,58,71,14,23,13,9
2808,48,62,143,153,14,10
2809,51,65,147,157,14,10
2810,78,113,146,172,35,26
2811,76,104,206,227,28,21
2812,73,95,275,292,22,17
2813,71,95,298,317,24,19
2814,93,120,182,202,27,20
2815,59,75,199,210,16,11
2816,151,172,82,98,21,16
2817,123,137,191,201,14,10
2818,117,145,233,254,28,21
2819,120,143,244,261,23,17
2820,105,139,178,204,34,26
2821,134,171,238,265,37,27
2822,143,171,181,202,28,21
2823,144,166,162,179,22,17
2824,149,175,145,165,26,20
2825,140,162,129,145,22,16
2826,152,177,101,120,25,19
2827,146,171,293,311,25,18
2828,149,167,320,334,18,14
2829,146,166,329,343,20,14
2830,145,164,247,261,19,14
2831,208,237,309,330,29,21
2832,208,237,327,349,29,22
2833,91,119,55,76,28,21
2834,98,124,136,157,26,21
2835,97,123,142,161,26,19
2836,109,134,210,229,25,19
2837,107,131,201,219,24,18
2838,104,129,306,326,25,20
2839,78,95,158,171,17,13
2840,79,93,165,176,14,11
2841,83,98,163,175,15,12
2842,100,124,160,177,24,17
2843,97,121,172,190,24,18
2844,66,81,11,22,15,11
2845,65,76,7,15,11,8
2846,59,71,24,33,12,9
2847,56,67,31,39,11,8
2848,59,68,50,56,9,6
2849,85,102,15,27,17,12
2850,85,100,25,36,15,11
2851,58,71,162,172,13,10
2852,66,79,120,130,13,10
2853,72,90,269,283,18,14
2854,82,98,302,314,16,12
2855,81,99,295,308,18,13
2856,90,105,49,60,15,11
2857,90,111,317,332,21,15
2858,86,108,288,304,22,16
2859,83,110,273,293,27,20
2860,78,88,246,254,10,8
2861,71,91,236,251,20,15
2862,63,73,140,147,10,7
2863,83,101,103,117,18,14
2864,107,134,11,32,27,21
2865,65,85,216,231,20,15
2866,63,74,202,211,11,9
2867,59,82,193,210,23,17
2868,52,74,153,170,22,17
2869,88,126,131,160,38,29
2870,46,66,267,281,20,14
2871,51,72,282,297,21,15
2872,45,62,245,258,17,13
2873,87,124,189,217,37,28
2874,88,127,221,249,39,28
2875,83,117,147,172,34,25
2876,86,120,133,158,34,25
2877,85,113,114,136,28,22
2878,94,129,106,133,35,27
2879,72,99,105,125,27,20
2880,54,75,26,42,21,16
2881,51,71,32,47,20,15
2882,44,74,3,25,30,22
2883,54,76,2,19,22,17
2884,80,112,268,292,32,24
2885,90,118,79,99,28,20
2886,92,110,96,109,18,13
2887,85,111,187,207,26,20
2888,54,71,142,154,17,12
2889,55,74,124,138,19,14
2890,71,91,106,121,20,15
2891,145,173,182,203,28,21
2892,131,147,143,155,16,12
2893,135,160,338,357,25,19
2894,128,146,310,323,18,13
2895,140,161,216,232,21,16
2896,135,149,205,216,14,11
2897,120,134,175,186,14,11
2898,207,237,320,342,30,22
2899,91,118,31,51,27,20
2900,99,132,21,46,33,25
2901,97,121,32,50,24,18
2902,94,110,54,66,16,12
2903,88,109,285,300,21,15
2904,91,112,296,312,21,16
2905,93,116,315,332,23,17
2906,78,88,246,254,10,8
2907,129,155,309,329,26,20
2908,152,187,329,355,35,26
2909,93,119,282,301,26,19
2910,107,133,304,323,26,19
2911,113,147,28,53,34,25
2912,110,143,9,33,33,24
2913,100,124,45,63,24,18
2914,92,117,73,92,25,19
2915,73,83,116,123,10,7
2916,83,107,53,71,24,18
2917,149,162,27,36,13,9
2918,181,206,3,23,25,20
2919,137,169,238,263,32,25
2920,135,165,249,272,30,23
2921,126,159,228,253,33,25
2922,118,149,237,260,31,23
2923,105,127,300,316,22,16
2924,108,131,313,330,23,17
2925,98,122,280,298,24,18
2926,98,124,225,244,26,19
2927,97,118,248,264,21,16
2928,104,129,184,204,25,20
2929,74,88,159,169,14,10
2930,210,237,5,25,27,20
2931,156,181,62,80,25,18
2932,80,105,225,244,25,19
2933,107,134,313,333,27,20
2934,88,116,247,267,28,20
2935,80,105,266,284,25,18
2936,78,104,272,292,26,20
2937,93,124,293,316,31,23
2938,182,230,258,294,48,36
2939,78,101,75,93,23,18
2940,80,101,168,183,21,15
2941,61,78,60,73,17,13
2942,37,52,156,167,15,11
2943,43,51,162,169,8,7
2944,39,47,181,187,8,6
2945,36,44,184,190,8,6
2946,98,124,281,301,26,20
2947,104,127,307,324,23,17
2948,107,132,175,193,25,18
2949,100,120,158,173,20,15
2950,177,198,6,22,21,16
2951,169,186,28,41,17,13
2952,158,174,19,31,16,12
2953,183,237,72,112,54,40
2954,196,238,28,59,42,31
2955,138,173,29,55,35,26
2956,144,177,42,67,33,25
2957,57,72,183,194,15,11
2958,55,70,178,190,15,12
2959,50,59,62,69,9,7
2960,49,60,69,77,11,8
2961,45,60,71,82,15,11
2962,139,164,26,45,25,19
2963,143,169,19,38,26,19
2964,134,156,36,51,22,15
2965,141,161,43,58,20,15
2966,129,149,62,77,20,15
2967,95,107,243,252,12,9
2968,151,187,330,357,36,27
2969,112,128,327,339,16,12
2970,113,129,319,331,16,12
2971,118,133,104,115,15,11
2972,103,113,167,174,10,7
2973,149,176,315,335,27,20
2974,154,174,327,343,20,16
2975,141,171,328,350,30,22
2976,134,161,301,321,27,20
2977,136,158,251,267,22,16
2978,134,153,263,277,19,14
2979,126,138,218,227,12,9
2980,122,137,335,346,15,11
2981,121,129,173,179,8,6
2982,122,134,162,171,12,9
2983,144,159,50,62,15,12
2984,63,82,228,242,19,14
2985,73,88,237,249,15,12
2986,71,88,245,258,17,13
2987,71,92,254,269,21,15
2988,73,95,259,275,22,16
2989,51,67,15,28,16,13
2990,50,66,165,177,16,12
2991,56,72,180,192,16,12
2992,127,165,132,160,38,28
2993,89,108,180,195,19,15
2994,95,120,14,33,25,19
2995,98,124,1,20,26,19
2996,109,144,315,341,35,26
2997,83,110,250,270,27,20
2998,102,126,27,45,24,18
2999,97,120,38,56,23,18
3000,88,109,63,78,21,15
3001,84,107,75,93,23,18
3002,61,71,132,139,10,7
3003,66,91,255,274,25,19
3004,53,78,197,216,25,19
3005,48,65,195,207,17,12
3006,41,57,182,193,16,11
3007,36,51,172,183,15,11
3008,45,61,14,26,16,12
3009,100,140,272,302,40,30
3010,90,115,292,311,25,19
3011,79,100,283,299,21,16
3012,106,132,27,46,26,19
3013,85,109,73,92,24,19
3014,86,111,87,105,25,18
3015,88,110,97,113,22,16
3016,65,78,116,126,13,10
3017,62,76,123,133,14,10
3018,81,105,127,145,24,18
3019,95,120,337,355,25,18
3020,93,116,304,321,23,17
3021,76,94,280,294,18,14
3022,80,92,253,262,12,9
