,topy,boty,topx,botx,height,width
4768,117,136,195,210,19,15
4769,76,95,214,228,19,14
4770,44,56,268,278,12,10
4771,46,62,299,311,16,12
4772,108,134,309,329,26,20
4773,49,61,184,193,12,9
4774,17,31,211,222,14,11
4775,36,56,145,159,20,14
4776,103,123,150,165,20,15
4777,75,92,116,129,17,13
4778,160,181,152,168,21,16
4779,171,193,91,108,22,17
4780,193,211,59,72,18,13
4781,54,65,274,283,11,9
4782,93,110,189,201,17,12
4783,65,73,236,242,8,6
4784,80,90,300,308,10,8
4785,91,102,335,344,11,9
4786,145,166,324,340,21,16
4787,81,92,71,79,11,8
4788,102,122,61,76,20,15
4789,156,178,44,60,22,16
4790,139,154,12,23,15,11
4791,51,65,130,140,14,10
4792,118,134,211,223,16,12
4793,135,160,256,274,25,18
4794,106,117,28,36,11,8
4795,160,187,249,269,27,20
4796,29,38,110,116,9,6
4797,27,45,126,139,18,13
4798,34,42,46,52,8,6
4799,33,46,22,31,13,9
4800,66,80,49,59,14,10
4801,90,103,61,70,13,9
4802,70,80,132,140,10,8
4803,102,120,136,149,18,13
4804,132,148,184,197,16,13
4805,186,196,83,91,10,8
4806,37,61,226,244,24,18
4807,56,75,101,115,19,14
4808,92,113,120,136,21,16
4809,77,91,46,57,14,11
4810,107,121,75,85,14,10
4811,95,115,27,42,20,15
4812,146,176,69,92,30,23
4813,153,177,127,145,24,18
4814,195,215,160,175,20,15
4815,156,208,265,303,52,38
4816,144,175,310,333,31,23
4817,71,83,130,139,12,9
4818,54,74,68,83,20,15
4819,9,24,108,119,15,11
4820,22,47,139,158,25,19
4821,19,41,190,207,22,17
4822,36,60,312,330,24,18
4823,142,167,168,187,25,19
4824,8,37,257,279,29,22
4825,134,161,19,39,27,20
4826,14,36,3,20,22,17
4827,14,34,67,81,20,14
4828,195,215,24,39,20,15
4829,195,228,94,119,33,25
4830,119,137,130,143,18,13
4831,134,176,7,38,42,31
4832,67,81,49,59,14,10
4833,70,82,172,181,12,9
4834,63,77,157,168,14,11
4835,54,71,203,216,17,13
4836,27,41,149,161,14,12
4837,27,43,185,196,16,11
4838,88,104,189,201,16,12
4839,126,146,139,155,20,16
4840,130,145,181,192,15,11
4841,111,136,236,255,25,19
4842,114,131,76,89,17,13
4843,154,168,64,75,14,11
4844,110,134,105,123,24,18
4845,158,178,179,194,20,15
4846,180,198,112,125,18,13
4847,156,188,245,269,32,24
4848,100,120,288,302,20,14
4849,86,102,314,325,16,11
4850,11,32,321,337,21,16
4851,5,19,229,240,14,11
4852,4,19,125,136,15,11
4853,7,24,32,45,17,13
4854,45,73,-1,20,28,21
4855,78,93,119,130,15,11
4856,87,102,111,123,15,12
4857,89,105,222,234,16,12
4858,127,148,187,202,21,15
4859,109,131,105,121,22,16
4860,165,185,138,153,20,15
4861,176,198,290,308,22,18
4862,118,139,265,280,21,15
4863,88,108,48,63,20,15
4864,39,55,158,170,16,12
4865,34,58,85,103,24,18
4866,57,68,137,145,11,8
4867,108,135,139,159,27,20
4868,68,86,73,86,18,13
4869,83,100,236,249,17,13
4870,89,107,266,280,18,14
4871,85,102,157,171,17,14
4872,116,135,99,114,19,15
4873,116,139,31,48,23,17
4874,144,166,10,27,22,17
4875,158,181,143,160,23,17
4876,161,186,214,233,25,19
4877,110,134,191,209,24,18
4878,69,88,195,209,19,14
4879,38,54,135,147,16,12
4880,34,47,99,109,13,10
4881,29,41,63,72,12,9
4882,122,142,242,256,20,14
4883,60,73,96,106,13,10
4884,38,54,118,130,16,12
4885,71,88,133,146,17,13
4886,151,166,46,57,15,11
4887,148,183,150,176,35,26
4888,188,212,241,258,24,17
4889,187,218,292,315,31,23
4890,95,130,199,225,35,26
4891,29,56,18,38,27,20
4892,20,42,61,77,22,16
4893,20,46,265,285,26,20
4894,17,32,223,234,15,11
4895,80,90,24,31,10,7
4896,97,109,52,62,12,10
4897,89,112,96,114,23,18
4898,125,154,19,40,29,21
4899,132,151,269,282,19,13
4900,121,127,260,265,6,5
4901,120,129,143,150,9,7
4902,127,143,188,200,16,12
4903,161,189,122,144,28,22
4904,192,212,289,304,20,15
4905,142,158,340,353,16,13
4906,73,88,183,195,15,12
4907,45,65,223,238,20,15
4908,27,46,132,147,19,15
4909,37,58,61,77,21,16
4910,50,71,98,114,21,16
4911,64,82,71,84,18,13
4912,83,103,100,116,20,16
4913,66,85,149,164,19,15
4914,107,122,164,175,15,11
4915,95,112,16,30,17,14
4916,162,186,19,37,24,18
4917,177,207,87,109,30,22
4918,208,226,28,42,18,14
4919,183,208,229,248,25,19
4920,149,181,286,310,32,24
4921,41,71,279,301,30,22
4922,35,49,316,326,14,10
4923,12,29,212,224,17,12
4924,5,30,244,262,25,18
4925,5,19,149,160,14,11
4926,7,34,86,107,27,21
4927,133,155,120,136,22,16
4928,200,225,280,299,25,19
4929,80,112,297,321,32,24
4930,52,76,150,168,24,18
4931,32,57,65,84,25,19
4932,71,93,231,248,22,17
4933,99,117,41,54,18,13
4934,109,132,75,93,23,18
4935,93,119,115,134,26,19
4936,191,212,67,83,21,16
4937,198,219,153,169,21,16
4938,185,216,0,23,31,23
4939,29,46,9,22,17,13
4940,32,47,229,240,15,11
4941,25,44,310,325,19,15
4942,78,101,258,275,23,17
4943,38,61,156,174,23,18
4944,49,81,189,213,32,24
4945,101,116,211,222,15,11
4946,98,120,166,182,22,16
4947,177,208,201,224,31,23
4948,115,138,185,202,23,17
4949,108,133,236,255,25,19
4950,129,146,295,307,17,12
4951,63,88,288,306,25,18
4952,98,122,285,303,24,18
4953,52,71,66,80,19,14
4954,31,50,112,127,19,15
4955,68,93,127,146,25,19
4956,132,157,155,174,25,19
4957,110,130,174,190,20,16
4958,96,117,54,69,21,15
4959,134,168,245,271,34,26
4960,144,171,55,75,27,20
4961,61,80,14,28,19,14
4962,10,28,25,39,18,14
4963,13,41,298,319,28,21
4964,171,199,201,221,28,20
4965,186,217,115,138,31,23
4966,83,100,45,58,17,13
4967,76,91,70,82,15,12
4968,76,94,168,181,18,13
4969,139,166,181,201,27,20
4970,175,203,37,57,28,20
4971,205,235,182,204,30,22
4972,151,179,311,332,28,21
4973,78,112,317,343,34,26
4974,56,79,262,279,23,17
4975,36,51,198,209,15,11
4976,33,62,123,145,29,22
4977,15,36,62,78,21,16
4978,162,185,113,130,23,17
4979,171,199,246,267,28,21
4980,20,37,238,251,17,13
4981,14,49,297,322,35,25
4982,10,45,7,33,35,26
4983,81,111,122,145,30,23
4984,120,145,26,45,25,19
4985,177,209,230,254,32,24
4986,180,210,271,293,30,22
4987,135,168,295,320,33,25
4988,46,71,211,230,25,19
4989,94,120,1,21,26,20
4990,55,80,67,85,25,18
4991,39,58,105,120,19,15
4992,119,141,96,112,22,16
4993,47,69,113,130,22,17
4994,46,76,49,71,30,22
4995,45,63,205,219,18,14
4996,14,36,233,249,22,16
4997,12,36,150,167,24,17
4998,140,165,32,51,25,19
4999,160,184,241,259,24,18
5000,179,200,141,157,21,16
5001,144,171,284,304,27,20
5002,27,56,322,343,29,21
5003,181,217,53,80,36,27
5004,61,86,150,168,25,18
5005,141,164,70,87,23,17
5006,156,187,179,202,31,23
5007,178,203,228,247,25,19
5008,147,175,298,319,28,21
5009,73,86,323,333,13,10
5010,95,132,248,276,37,28
5011,52,71,88,102,19,14
5012,34,54,14,29,20,15
5013,42,57,41,53,15,12
5014,70,79,71,77,9,6
5015,146,166,14,29,20,15
5016,168,193,11,30,25,19
5017,158,181,103,120,23,17
5018,35,56,140,156,21,16
5019,23,49,193,212,26,19
5020,7,29,278,295,22,17
5021,12,33,79,95,21,16
5022,45,63,238,252,18,14
5023,32,56,328,345,24,17
5024,85,107,292,308,22,16
5025,94,110,233,245,16,12
5026,80,100,288,304,20,16
5027,141,165,138,156,24,18
5028,73,90,51,63,17,12
5029,178,198,40,55,20,15
5030,206,234,189,210,28,21
5031,128,146,234,247,18,13
5032,181,199,256,270,18,14
5033,128,161,327,352,33,25
5034,171,187,117,129,16,12
5035,85,105,207,222,20,15
5036,66,84,252,265,18,13
5037,27,49,162,179,22,17
5038,14,42,104,125,28,21
5039,15,41,48,68,26,20
5040,19,46,9,29,27,20
5041,21,41,204,219,20,15
5042,21,46,293,311,25,18
5043,63,84,155,170,21,15
5044,66,93,94,114,27,20
5045,197,216,76,90,19,14
5046,71,99,142,162,28,20
5047,74,99,79,98,25,19
5048,97,124,36,57,27,21
5049,127,154,6,26,27,20
5050,103,125,191,208,22,17
5051,85,110,320,339,25,19
5052,54,75,235,251,21,16
5053,29,46,201,214,17,13
5054,10,35,121,140,25,19
5055,12,41,46,67,29,21
5056,89,115,248,267,26,19
5057,133,156,178,195,23,17
5058,126,156,308,331,30,23
5059,50,67,321,334,17,13
5060,69,104,277,303,35,26
5061,40,59,169,183,19,14
5062,47,74,103,123,27,20
5063,12,34,263,279,22,16
5064,9,41,226,250,32,24
5065,14,33,322,337,19,15
5066,9,36,294,314,27,20
5067,58,78,196,211,20,15
5068,112,134,123,140,22,17
5069,128,157,149,171,29,22
5070,198,227,89,111,29,22
5071,159,193,167,192,34,25
5072,200,231,280,304,31,24
5073,53,76,19,37,23,18
5074,70,87,97,110,17,13
5075,44,57,91,100,13,9
5076,113,137,5,22,24,17
5077,123,146,123,140,23,17
5078,68,85,66,78,17,12
5079,138,151,251,261,13,10
5080,107,134,312,332,27,20
5081,166,186,111,126,20,15
5082,144,170,40,59,26,19
5083,34,58,39,57,24,18
5084,6,27,143,158,21,15
5085,18,46,269,289,28,20
5086,40,56,316,328,16,12
5087,18,38,189,204,20,15
5088,107,127,268,282,20,14
5089,175,198,288,306,23,18
5090,153,183,203,226,30,23
5091,132,153,165,181,21,16
5092,149,173,320,338,24,18
5093,54,76,244,261,22,17
5094,51,71,210,225,20,15
5095,49,71,170,186,22,16
5096,43,63,144,159,20,15
5097,22,41,63,78,19,15
5098,12,29,12,25,17,13
5099,70,85,33,45,15,12
5100,111,139,126,147,28,21
5101,52,83,178,201,31,23
5102,36,56,94,108,20,14
5103,56,77,32,48,21,16
5104,123,151,295,317,28,22
5105,99,117,185,198,18,13
5106,19,42,102,120,23,18
5107,110,133,111,129,23,18
5108,66,88,265,282,22,17
5109,120,141,149,165,21,16
5110,197,212,121,132,15,11
5111,95,120,99,117,25,18
5112,73,94,212,227,21,15
5113,114,129,149,161,15,12
5114,90,104,242,253,14,11
5115,91,107,213,225,16,12
5116,122,143,253,268,21,15
5117,120,139,197,212,19,15
5118,159,185,156,175,26,19
5119,23,37,43,54,14,11
5120,35,53,82,96,18,14
5121,66,82,15,27,16,12
5122,73,93,65,80,20,15
5123,39,55,294,306,16,12
5124,22,41,201,215,19,14
5125,20,51,236,260,31,24
5126,138,166,193,214,28,21
5127,78,96,264,278,18,14
5128,67,84,127,140,17,13
5129,56,79,70,88,23,18
5130,119,144,71,90,25,19
5131,161,178,116,129,17,13
5132,208,222,222,233,14,11
5133,195,213,72,86,18,14
5134,116,126,155,163,10,8
5135,126,144,177,191,18,14
5136,156,176,143,158,20,15
5137,117,133,259,271,16,12
5138,130,148,285,299,18,14
5139,85,95,216,223,10,7
5140,66,79,186,196,13,10
5141,16,34,223,236,18,13
5142,19,36,154,167,17,13
5143,32,43,87,95,11,8
5144,54,70,44,56,16,12
5145,145,164,26,41,19,15
5146,182,198,173,185,16,12
5147,161,177,234,246,16,12
5148,122,132,143,150,10,7
5149,144,158,118,128,14,10
5150,75,115,261,291,40,30
5151,78,108,164,186,30,22
5152,167,190,43,61,23,18
5153,64,91,122,142,27,20
5154,24,43,151,166,19,15
5155,5,31,192,212,26,20
5156,20,42,104,121,22,17
5157,44,70,71,91,26,20
5158,93,119,217,237,26,20
5159,155,177,195,211,22,16
5160,165,199,273,298,34,25
5161,219,238,84,98,19,14
5162,126,156,0,23,30,23
5163,92,120,65,86,28,21
5164,183,237,236,277,54,41
5165,109,145,192,219,36,27
5166,112,142,298,320,30,22
5167,57,89,313,337,32,24
5168,51,77,169,189,26,20
5169,74,107,60,85,33,25
5170,137,161,100,118,24,18
5171,101,124,15,32,23,17
5172,147,178,16,39,31,23
5173,112,139,192,212,27,20
5174,75,85,41,49,10,8
5175,55,76,68,84,21,16
5176,69,85,7,19,16,12
5177,100,116,38,50,16,12
5178,106,127,61,77,21,16
5179,107,129,94,111,22,17
5180,142,157,28,39,15,11
5181,159,178,94,108,19,14
5182,163,182,172,186,19,14
5183,153,181,227,248,28,21
5184,155,172,258,271,17,13
5185,87,104,140,153,17,13
5186,54,71,100,113,17,13
5187,107,120,3,13,13,10
5188,216,229,21,31,13,10
5189,211,227,61,73,16,12
5190,47,61,162,173,14,11
5191,40,61,211,227,21,16
5192,27,46,129,143,19,14
5193,11,30,83,98,19,15
5194,14,37,31,48,23,17
5195,62,78,221,232,16,11
5196,51,67,255,267,16,12
5197,32,44,137,146,12,9
5198,16,30,59,69,14,10
5199,44,55,87,95,11,8
5200,71,85,101,112,14,11
5201,66,81,61,73,15,12
5202,45,57,42,51,12,9
5203,98,114,122,134,16,12
5204,165,181,220,232,16,12
5205,146,162,73,85,16,12
5206,144,159,263,274,15,11
5207,93,112,217,231,19,14
5208,125,142,131,143,17,12
5209,166,182,15,27,16,12
5210,192,208,97,109,16,12
5211,191,209,153,167,18,14
5212,195,214,219,233,19,14
5213,183,208,316,336,25,20
5214,39,53,89,99,14,10
5215,39,54,177,188,15,11
5216,30,42,205,214,12,9
5217,42,51,269,275,9,6
5218,36,45,286,293,9,7
5219,62,76,306,316,14,10
5220,51,65,199,209,14,10
5221,95,108,58,67,13,9
5222,144,158,162,172,14,10
5223,122,143,240,256,21,16
5224,131,154,310,328,23,18
5225,80,95,195,207,15,12
5226,137,154,84,96,17,12
5227,89,105,199,211,16,12
5228,70,96,109,129,26,20
5229,100,122,56,72,22,16
5230,144,169,314,332,25,18
5231,117,146,270,292,29,22
5232,63,91,286,307,28,21
5233,41,63,232,248,22,16
5234,29,52,155,173,23,18
5235,48,73,190,209,25,19
5236,95,119,155,173,24,18
5237,140,167,98,118,27,20
5238,179,215,132,158,36,26
5239,126,142,147,159,16,12
5240,112,124,203,213,12,10
5241,115,131,223,235,16,12
5242,119,129,283,291,10,8
5243,137,155,246,260,18,14
5244,119,135,103,116,16,13
5245,117,133,125,137,16,12
5246,149,161,68,77,12,9
5247,69,82,218,228,13,10
5248,33,51,254,268,18,14
5249,11,27,70,82,16,12
5250,42,57,30,41,15,11
5251,78,95,32,45,17,13
5252,66,80,73,84,14,11
5253,55,76,114,130,21,16
5254,160,182,176,193,22,17
5255,173,198,96,115,25,19
5256,76,92,253,265,16,12
5257,112,138,206,225,26,19
5258,129,154,23,41,25,18
5259,90,116,93,113,26,20
5260,81,115,178,204,34,26
5261,177,197,201,216,20,15
5262,178,200,99,116,22,17
5263,62,80,308,322,18,14
5264,114,131,158,171,17,13
5265,118,139,99,115,21,16
5266,147,164,58,71,17,13
5267,127,135,195,201,8,6
5268,124,134,250,258,10,8
5269,120,127,278,283,7,5
5270,140,151,288,296,11,8
5271,156,163,208,213,7,5
5272,154,164,119,127,10,8
5273,105,113,45,52,8,7
5274,50,61,62,69,11,7
5275,36,49,127,136,13,9
5276,40,49,185,192,9,7
5277,37,60,232,249,23,17
5278,36,51,312,323,15,11
5279,161,183,147,163,22,16
5280,205,225,73,88,20,15
5281,187,203,243,255,16,12
5282,92,102,235,242,10,7
5283,103,133,161,183,30,22
5284,91,116,86,105,25,19
5285,91,112,35,51,21,16
5286,153,178,56,75,25,19
5287,195,215,104,119,20,15
5288,46,63,263,277,17,14
5289,36,55,192,207,19,15
5290,32,51,154,168,19,14
5291,34,53,115,129,19,14
5292,32,51,61,76,19,15
5293,65,79,114,125,14,11
5294,67,83,143,155,16,12
5295,61,79,172,186,18,14
5296,109,137,118,139,28,21
5297,167,192,286,305,25,19
5298,69,83,291,301,14,10
5299,114,143,280,302,29,22
5300,50,71,314,329,21,15
5301,148,170,97,113,22,16
5302,56,73,40,52,17,12
5303,10,28,11,25,18,14
5304,10,32,90,106,22,16
5305,15,45,218,240,30,22
5306,92,107,238,249,15,11
5307,63,81,216,230,18,14
5308,78,95,195,208,17,13
5309,35,64,260,282,29,22
5310,58,70,171,179,12,8
5311,83,101,115,128,18,13
5312,120,137,126,139,17,13
5313,100,117,69,82,17,13
5314,136,153,50,63,17,13
5315,156,190,122,148,34,26
5316,161,180,172,186,19,14
5317,185,207,13,29,22,16
5318,130,153,19,36,23,17
5319,54,71,44,56,17,12
5320,42,61,72,86,19,14
5321,28,53,95,113,25,18
5322,34,56,126,143,22,17
5323,32,55,188,205,23,17
5324,112,137,288,307,25,19
5325,154,175,327,342,21,15
5326,49,66,199,212,17,13
5327,14,27,213,223,13,10
5328,14,33,258,273,19,15
5329,48,61,253,263,13,10
5330,28,41,233,243,13,10
5331,14,28,133,144,14,11
5332,41,51,129,137,10,8
5333,105,146,269,300,41,31
5334,163,186,255,272,23,17
5335,144,176,170,194,32,24
5336,54,73,134,148,19,14
5337,44,74,166,188,30,22
5338,64,89,215,234,25,19
5339,87,105,55,69,18,14
5340,133,161,2,23,28,21
5341,100,122,166,182,22,16
5342,22,44,271,287,22,16
5343,8,24,210,222,16,12
5344,18,38,121,136,20,15
5345,77,90,244,254,13,10
5346,81,97,170,182,16,12
5347,32,44,213,222,12,9
5348,28,39,261,270,11,9
5349,27,40,280,290,13,10
5350,54,68,309,319,14,10
5351,42,53,159,167,11,8
5352,37,49,107,116,12,9
5353,76,89,117,127,13,10
5354,76,91,18,29,15,11
5355,85,116,34,57,31,23
5356,101,120,187,201,19,14
5357,102,127,256,274,25,18
5358,146,168,168,185,22,17
5359,48,60,96,106,12,10
5360,124,172,250,286,48,36
5361,61,77,157,169,16,12
5362,29,46,195,207,17,12
5363,22,35,214,224,13,10
5364,27,37,133,140,10,7
5365,73,84,79,87,11,8
5366,44,59,189,200,15,11
5367,61,77,141,152,16,11
5368,85,102,164,177,17,13
5369,129,143,118,129,14,11
5370,177,193,99,111,16,12
5371,181,205,213,231,24,18
5372,90,106,34,46,16,12
5373,124,142,35,48,18,13
5374,6,27,112,128,21,16
5375,72,100,216,237,28,21
5376,39,61,289,305,22,16
5377,32,49,231,244,17,13
5378,22,49,144,163,27,19
5379,74,91,212,225,17,13
5380,115,133,172,186,18,14
5381,39,59,63,78,20,15
5382,106,123,26,39,17,13
5383,76,98,85,102,22,17
5384,107,115,28,34,8,6
5385,39,51,90,98,12,8
5386,34,44,65,72,10,7
5387,33,44,117,125,11,8
5388,31,41,38,46,10,8
5389,119,129,182,190,10,8
5390,92,106,245,256,14,11
5391,93,101,270,276,8,6
5392,69,79,190,197,10,7
5393,83,94,140,148,11,8
5394,59,67,129,135,8,6
5395,117,129,116,124,12,8
5396,175,187,113,122,12,9
5397,83,108,70,89,25,19
5398,104,122,190,204,18,14
5399,83,102,324,339,19,15
5400,137,161,324,342,24,18
5401,168,185,173,186,17,13
5402,160,186,119,138,26,19
5403,69,91,88,104,22,16
5404,106,122,73,85,16,12
5405,68,86,260,273,18,13
5406,34,51,236,249,17,13
5407,27,43,177,189,16,12
5408,122,146,205,224,24,19
5409,56,81,176,195,25,19
5410,51,85,195,220,34,25
5411,140,161,126,142,21,16
5412,176,195,182,196,19,14
5413,105,128,27,44,23,17
5414,129,152,44,62,23,18
5415,133,149,10,22,16,12
5416,101,132,238,261,31,23
5417,135,161,286,305,26,19
5418,173,196,229,246,23,17
5419,112,147,173,199,35,26
5420,56,79,268,286,23,18
5421,42,61,237,251,19,14
5422,37,62,319,337,25,18
5423,100,127,313,332,27,19
5424,60,89,126,147,29,21
5425,106,126,128,143,20,15
5426,68,85,229,242,17,13
5427,10,29,176,190,19,14
5428,21,49,45,66,28,21
5429,25,56,88,111,31,23
5430,51,83,6,31,32,25
5431,19,43,274,292,24,18
5432,86,106,125,140,20,15
5433,76,92,121,132,16,11
5434,71,87,219,231,16,12
5435,95,112,281,293,17,12
5436,39,59,310,325,20,15
5437,203,225,68,84,22,16
5438,171,195,27,46,24,19
5439,117,144,92,112,27,20
5440,113,136,62,79,23,17
5441,117,141,175,193,24,18
5442,78,101,180,198,23,18
5443,46,60,68,79,14,11
5444,46,61,91,103,15,12
5445,18,38,174,189,20,15
5446,24,41,220,233,17,13
5447,26,53,268,288,27,20
5448,159,177,137,150,18,13
5449,161,181,212,227,20,15
5450,137,158,181,197,21,16
5451,155,174,40,54,19,14
5452,100,121,197,213,21,16
5453,102,122,237,252,20,15
5454,136,151,258,269,15,11
5455,91,112,271,287,21,16
5456,90,109,158,173,19,15
5457,107,122,54,65,15,11
5458,177,200,86,103,23,17
5459,95,105,226,233,10,7
5460,73,91,259,272,18,13
5461,56,66,172,179,10,7
5462,63,70,118,123,7,5
5463,65,76,91,100,11,9
5464,91,102,72,80,11,8
5465,130,142,79,88,12,9
5466,176,185,18,25,9,7
5467,207,219,89,98,12,9
5468,83,92,22,29,9,7
5469,76,88,44,53,12,9
5470,112,124,15,24,12,9
5471,123,137,153,163,14,10
5472,147,163,160,172,16,12
5473,171,197,204,223,26,19
5474,102,118,290,301,16,11
5475,59,77,215,228,18,13
5476,5,17,54,64,12,10
5477,29,46,4,17,17,13
5478,64,83,113,127,19,14
5479,122,129,166,171,7,5
5480,81,98,103,116,17,13
5481,66,81,171,182,15,11
5482,56,78,239,255,22,16
5483,69,85,290,302,16,12
5484,116,142,295,314,26,19
5485,151,165,134,144,14,10
5486,151,174,65,82,23,17
5487,183,204,207,223,21,16
5488,83,100,140,153,17,13
5489,78,94,84,96,16,12
5490,85,98,32,41,13,9
5491,118,133,89,100,15,11
5492,124,142,278,290,18,12
5493,82,98,238,250,16,12
5494,51,69,186,199,18,13
5495,10,30,92,107,20,15
5496,49,61,56,65,12,9
5497,44,61,22,35,17,13
5498,127,144,3,15,17,12
5499,171,190,37,52,19,15
5500,189,208,180,194,19,14
5501,161,179,277,290,18,13
5502,83,97,86,96,14,10
5503,74,85,148,156,11,8
5504,70,90,175,190,20,15
5505,109,124,96,108,15,12
5506,63,70,142,148,7,6
5507,70,90,219,234,20,15
5508,88,101,261,271,13,10
5509,67,82,274,285,15,11
5510,44,54,193,200,10,7
5511,96,108,162,172,12,10
5512,103,118,124,135,15,11
5513,155,166,55,63,11,8
5514,199,212,80,90,13,10
5515,193,207,173,183,14,10
5516,172,186,323,333,14,10
5517,130,144,243,253,14,10
5518,134,149,196,208,15,12
5519,39,55,75,86,16,11
5520,44,62,27,41,18,14
5521,29,39,123,131,10,8
5522,10,27,174,187,17,13
5523,8,17,249,256,9,7
5524,55,74,287,301,19,14
5525,125,144,207,221,19,14
5526,108,134,104,123,26,19
5527,70,83,129,139,13,10
5528,94,112,147,160,18,13
5529,148,164,135,147,16,12
5530,158,173,74,86,15,12
5531,190,209,124,139,19,15
5532,208,227,62,76,19,14
5533,21,32,72,80,11,8
5534,40,49,86,93,9,7
5535,147,159,283,291,12,8
5536,21,29,109,115,8,6
5537,12,30,25,39,18,14
5538,70,86,72,84,16,12
5539,71,85,29,40,14,11
5540,88,104,182,194,16,12
5541,104,123,327,342,19,15
5542,66,79,322,331,13,9
5543,28,44,225,237,16,12
5544,22,42,180,195,20,15
5545,144,159,243,254,15,11
5546,173,194,179,195,21,16
5547,198,222,255,273,24,18
5548,100,112,64,73,12,9
5549,90,111,4,19,21,15
5550,94,119,200,218,25,18
5551,85,99,100,111,14,11
5552,90,104,314,324,14,10
5553,104,122,336,350,18,14
5554,57,73,245,257,16,12
5555,61,82,216,232,21,16
5556,41,49,176,182,8,6
5557,22,34,200,209,12,9
5558,14,27,106,116,13,10
5559,21,39,56,70,18,14
5560,38,63,15,34,25,19
5561,61,78,80,92,17,12
5562,87,102,40,51,15,11
5563,126,146,54,70,20,16
5564,143,161,117,131,18,14
5565,161,178,187,200,17,13
5566,179,200,258,274,21,16
5567,99,123,201,219,24,18
5568,122,134,163,172,12,9
5569,127,143,243,255,16,12
5570,151,168,189,202,17,13
5571,159,178,131,146,19,15
5572,21,35,56,67,14,11
5573,12,34,105,122,22,17
5574,139,152,103,113,13,10
5575,155,173,292,306,18,14
5576,129,148,334,349,19,15
5577,208,227,183,198,19,15
5578,189,211,39,55,22,16
5579,138,156,8,22,18,14
5580,160,170,78,86,10,8
5581,86,95,156,163,9,7
5582,112,131,167,181,19,14
5583,74,88,290,300,14,10
5584,95,121,258,277,26,19
5585,58,81,215,233,23,18
5586,32,49,96,109,17,13
5587,47,65,43,56,18,13
5588,71,85,67,77,14,10
5589,78,92,116,127,14,11
5590,74,98,153,171,24,18
5591,141,160,196,210,19,14
5592,86,101,33,44,15,11
5593,39,58,0,14,19,14
5594,17,34,56,68,17,12
5595,9,25,198,210,16,12
5596,6,27,277,293,21,16
5597,146,168,243,259,22,16
5598,140,155,149,160,15,11
5599,129,142,153,162,13,9
5600,131,144,198,208,13,10
5601,125,141,268,280,16,12
5602,44,61,113,126,17,13
5603,53,68,144,155,15,11
5604,88,105,188,201,17,13
5605,102,117,259,270,15,11
5606,49,71,289,305,22,16
5607,63,81,64,78,18,14
5608,58,76,22,36,18,14
5609,102,121,65,79,19,14
5610,127,151,118,135,24,17
5611,133,163,223,245,30,22
5612,171,195,103,122,24,19
5613,7,34,61,81,27,20
5614,10,40,261,284,30,23
5615,168,200,279,303,32,24
5616,51,68,214,228,17,14
5617,47,59,250,260,12,10
5618,86,100,162,172,14,10
5619,76,99,81,98,23,17
5620,122,151,145,167,29,22
5621,151,185,312,337,34,25
5622,156,180,215,233,24,18
5623,76,102,259,278,26,19
5624,46,70,301,319,24,18
5625,126,156,271,293,30,22
5626,85,107,212,229,22,17
5627,90,115,116,134,25,18
5628,134,155,78,93,21,15
5629,171,201,168,190,30,22
5630,189,222,255,280,33,25
5631,19,34,278,289,15,11
5632,8,29,193,208,21,15
5633,5,33,132,153,28,21
5634,10,39,76,97,29,21
5635,25,57,42,66,32,24
5636,95,120,181,200,25,19
5637,66,95,134,155,29,21
5638,58,93,62,89,35,27
5639,115,150,35,62,35,27
5640,149,169,165,180,20,15
5641,96,120,217,235,24,18
5642,68,82,229,240,14,11
5643,40,54,267,277,14,10
5644,32,41,252,258,9,6
5645,14,25,190,198,11,8
5646,19,45,108,128,26,20
5647,76,96,177,192,20,15
5648,126,159,237,262,33,25
5649,195,212,277,290,17,13
5650,121,146,143,162,25,19
5651,107,136,228,249,29,21
5652,110,123,258,268,13,10
5653,124,144,150,164,20,14
5654,96,116,297,311,20,14
5655,68,85,275,288,17,13
5656,29,45,233,245,16,12
5657,16,29,179,189,13,10
5658,23,30,147,152,7,5
5659,19,27,211,216,8,5
5660,58,68,145,152,10,7
5661,68,76,209,216,8,7
5662,68,75,237,242,7,5
5663,77,87,260,268,10,8
5664,79,88,246,253,9,7
5665,95,102,266,272,7,6
5666,114,122,283,289,8,6
5667,140,147,237,243,7,6
5668,136,144,210,216,8,6
5669,167,178,110,119,11,9
5670,176,191,252,263,15,11
5671,187,196,174,181,9,7
5672,196,210,117,128,14,11
5673,200,208,69,75,8,6
5674,97,108,36,45,11,9
5675,126,140,4,15,14,11
5676,178,192,8,18,14,10
5677,110,118,196,203,8,7
5678,45,54,297,304,9,7
5679,17,26,75,82,9,7
5680,51,67,90,102,16,12
5681,144,161,154,166,17,12
5682,149,162,95,105,13,10
5683,107,122,220,231,15,11
5684,78,88,113,121,10,8
5685,75,93,196,209,18,13
5686,83,100,114,128,17,14
5687,100,124,130,148,24,18
5688,118,137,205,220,19,15
5689,149,175,143,162,26,19
5690,196,218,62,78,22,16
5691,133,151,58,71,18,13
5692,49,63,73,83,14,10
5693,34,53,29,44,19,15
5694,30,53,114,131,23,17
5695,26,40,161,172,14,11
5696,64,75,124,132,11,8
5697,56,75,81,94,19,13
5698,28,48,213,228,20,15
5699,28,44,282,294,16,12
